name,rating,reviews,salary,interviews,jobs,benefits
Decathlon,3.7,1400.0,4500.0,120.0,,117.0
Nippon Paint India,4.0,1400.0,4000.0,82.0,2.0,86.0
Punjab National Bank,3.9,1400.0,3000.0,66.0,,104.0
Collabera Talent Solutions,3.4,1400.0,7000.0,154.0,1.0,113.0
ManpowerGroup,3.6,1400.0,5300.0,71.0,192.0,87.0
Royal Migration Solutions,4.9,1400.0,5.0,1.0,,1.0
DEXIT Global,3.4,1400.0,5300.0,141.0,3.0,103.0
GE,4.1,1400.0,7500.0,119.0,2.0,139.0
JioMart,3.9,1400.0,4400.0,120.0,,76.0
Astral Pipe,3.9,1300.0,4400.0,99.0,101.0,35.0
ICICI Prudential Mutual Fund,3.9,1300.0,5900.0,93.0,,96.0
Shubham Housing Development Finance,4.0,1300.0,3000.0,55.0,7.0,73.0
Centre for Development of Advanced Computing,3.6,1300.0,7000.0,127.0,,65.0
Cinépolis,3.8,1300.0,3000.0,85.0,,147.0
VIBGYOR Group of Schools,3.5,1300.0,4300.0,103.0,249.0,106.0
Spicejet,3.3,1300.0,5100.0,109.0,2.0,152.0
Mondelez International,4.1,1300.0,4800.0,79.0,93.0,130.0
Ion Exchange India,3.7,1300.0,5400.0,103.0,37.0,90.0
Apex Group,2.6,1300.0,8700.0,193.0,470.0,49.0
Atul,3.9,1300.0,5300.0,106.0,2.0,116.0
Samsung Research,2.9,1300.0,10100.0,153.0,2.0,145.0
Luminous Power Technologies,4.1,1300.0,4200.0,103.0,17.0,126.0
Aarvee Associates,3.7,1300.0,3300.0,105.0,,107.0
Jakson Group,4.1,1300.0,4100.0,109.0,28.0,99.0
Spandana Sphoorty Financial,3.8,1300.0,2500.0,59.0,8.0,90.0
T-Systems ICT India,3.7,1300.0,9200.0,114.0,23.0,100.0
Tenneco,3.6,1300.0,5400.0,75.0,14.0,122.0
Fabindia,3.7,1300.0,4000.0,64.0,57.0,120.0
Big Bazaar,4.4,1300.0,2100.0,49.0,,173.0
Pantaloons,4.0,1300.0,3000.0,69.0,,130.0
OpenText Technologies,3.3,1300.0,12500.0,200.0,11.0,92.0
Hindustan Construction Company,4.2,1300.0,3200.0,96.0,9.0,158.0
Bluestock ™,4.5,1300.0,64.0,389.0,,1.0
Vestas,4.1,1300.0,5500.0,101.0,25.0,137.0
ANZ Banking Group,3.7,1300.0,8500.0,113.0,12.0,107.0
Godrej Consumer Products,4.0,1300.0,5000.0,64.0,2.0,119.0
H.G. Infra Engineering,3.9,1300.0,3300.0,112.0,7.0,99.0
Willis Towers Watson,3.7,1300.0,8200.0,122.0,20.0,113.0
Fresenius Kabi,4.0,1300.0,4200.0,61.0,7.0,121.0
DP World,3.8,1300.0,5500.0,104.0,195.0,70.0
KIMS Hospital,3.7,1300.0,3800.0,63.0,7.0,77.0
Dassault Systemes,3.7,1300.0,7600.0,192.0,,137.0
Diageo,3.7,1300.0,6400.0,94.0,28.0,109.0
Arvind Fashions Limited,3.8,1300.0,3400.0,50.0,38.0,27.0
Prodapt,3.5,1300.0,10100.0,121.0,72.0,80.0
Zoho,4.1,1300.0,10500.0,590.0,,105.0
Panasonic,4.0,1300.0,4700.0,52.0,10.0,148.0
Sigma Electric Manufacturing Corporation,4.0,1300.0,2800.0,78.0,14.0,207.0
Mu Sigma,2.5,1300.0,6800.0,257.0,,125.0
SKF,4.0,1300.0,4700.0,79.0,63.0,155.0
Automotive Manufacturers,3.8,1300.0,5200.0,106.0,70.0,71.0
Electronics Corporation of India Limited,4.2,1300.0,3200.0,63.0,9.0,94.0
PNC Infratech,3.8,1300.0,3500.0,84.0,,74.0
Intertek,3.8,1300.0,4100.0,86.0,52.0,110.0
Kalpataru Limited,4.1,1300.0,4600.0,284.0,34.0,85.0
Shriram Pistons & Rings,4.0,1300.0,4700.0,79.0,4.0,137.0
iSON Xperiences,3.1,1300.0,3300.0,81.0,22.0,90.0
AIIMS,4.2,1300.0,4700.0,72.0,,68.0
Dell EMC,3.7,1300.0,8300.0,74.0,,188.0
AGS Transact Technologies,2.8,1300.0,3800.0,45.0,,124.0
Colliers India,3.9,1300.0,5000.0,101.0,76.0,81.0
Indostar Capital Finance Limited,4.3,1300.0,2100.0,204.0,1.0,49.0
DLF,4.0,1300.0,5100.0,103.0,23.0,83.0
Parexel International,3.8,1300.0,6200.0,91.0,15.0,130.0
Rockman Industries,3.8,1300.0,3900.0,103.0,23.0,97.0
Synchrony,4.3,1300.0,5600.0,97.0,24.0,204.0
Nielsen,3.1,1300.0,6900.0,164.0,2.0,132.0
Ahluwalia Contracts India,4.0,1300.0,3700.0,83.0,17.0,74.0
JTEKT,4.1,1300.0,4500.0,100.0,4.0,100.0
Oil And Natural Gas Corporation,4.3,1300.0,3100.0,82.0,,135.0
Wind World,4.0,1300.0,3400.0,89.0,,124.0
Qualcomm,3.7,1200.0,15600.0,304.0,19.0,139.0
ExcelR,3.6,1200.0,1100.0,110.0,24.0,3.0
Strides Pharma,3.9,1200.0,4400.0,81.0,,156.0
Jindal X,3.5,1200.0,2800.0,114.0,1.0,151.0
Kirloskar Oil Engines,4.1,1200.0,4300.0,66.0,21.0,100.0
JK Lakshmi Cement,3.7,1200.0,3900.0,90.0,,101.0
Balkrishna Industries,4.0,1200.0,4500.0,74.0,,74.0
DENSO,4.1,1200.0,3800.0,88.0,4.0,179.0
Fidelity Investments,4.1,1200.0,8100.0,131.0,1.0,163.0
Innova Solutions,3.3,1200.0,8400.0,106.0,90.0,28.0
Zetwerk,4.0,1200.0,4400.0,121.0,147.0,65.0
Federal Bank,3.6,1200.0,6100.0,124.0,,77.0
Rupeek,4.1,1200.0,3400.0,135.0,24.0,59.0
Birla Opus,4.0,1200.0,2800.0,115.0,,31.0
Genius HRTech,3.7,1200.0,4000.0,76.0,1.0,66.0
Schaeffler India,4.0,1200.0,6000.0,71.0,15.0,114.0
Best Sellers,4.1,1200.0,3200.0,34.0,2.0,125.0
Fidelity National Financial,3.7,1200.0,6300.0,63.0,4.0,155.0
ACG Worldwide,3.8,1200.0,4000.0,87.0,60.0,50.0
EbixCash Limited,3.5,1200.0,5100.0,111.0,,73.0
Leadec India,4.0,1200.0,3500.0,155.0,46.0,89.0
Sri Chaitanya Techno Schools,3.4,1200.0,3700.0,80.0,,6.0
Imperial Auto Industries,3.7,1200.0,5000.0,80.0,17.0,70.0
Aparna Constructions and Estates,3.8,1200.0,4200.0,118.0,47.0,98.0
Aptiv,3.4,1200.0,8800.0,129.0,11.0,52.0
Baazar Retail Private Limited,4.4,1200.0,1600.0,90.0,2.0,22.0
Meril,3.5,1200.0,5200.0,92.0,25.0,79.0
Intel,4.1,1200.0,9500.0,243.0,50.0,92.0
Prism Johnson,3.7,1200.0,4400.0,73.0,,68.0
Indira IVF Hospital,3.8,1200.0,3100.0,79.0,61.0,77.0
PHN Technology,4.2,1200.0,402.0,43.0,4.0,3.0
HFCL Limited,3.7,1200.0,4200.0,87.0,11.0,90.0
Salesforce,3.9,1200.0,15400.0,258.0,388.0,107.0
IIFL Home Finance,3.8,1200.0,3100.0,60.0,1500.0,27.0
Thyrocare Technologies,3.7,1200.0,4400.0,88.0,34.0,95.0
London Stock Exchange Group,3.6,1200.0,11600.0,164.0,1.0,61.0
Electronica Finance,4.1,1200.0,2800.0,145.0,26.0,38.0
Birla Corporation,4.0,1200.0,3800.0,78.0,12.0,90.0
PayPal,3.7,1200.0,10400.0,245.0,,123.0
MDIndia Health Insurance TPA,3.6,1200.0,3900.0,74.0,42.0,87.0
Deccan Fine Chemicals,3.6,1200.0,5300.0,110.0,8.0,65.0
Johnson Lifts,3.9,1200.0,3600.0,52.0,8.0,91.0
The Jaypee Group,3.8,1200.0,3400.0,54.0,11.0,116.0
Dhoot Transmission,3.7,1200.0,3900.0,71.0,3.0,106.0
Nilkamal,3.6,1200.0,3800.0,86.0,38.0,91.0
FOCUS EDUMATICS,2.9,1200.0,3100.0,128.0,,36.0
Biocon Biologics,3.7,1200.0,7100.0,118.0,1.0,350.0
Coca-Cola Company,4.0,1200.0,3500.0,109.0,,105.0
Podar International School,4.0,1200.0,3300.0,83.0,9.0,113.0
Apollo Health and Lifestyle Limited,4.3,1200.0,3600.0,134.0,51.0,87.0
CaratLane - A Tata Product,4.0,1200.0,3200.0,69.0,10.0,78.0
Stanza Living,3.4,1200.0,3600.0,127.0,19.0,82.0
INDO-MIM,4.0,1200.0,4500.0,81.0,14.0,119.0
Innodata India Private Limited,3.7,1200.0,3200.0,212.0,42.0,62.0
Kinara Capital,4.4,1200.0,2200.0,136.0,3.0,209.0
Barclays Shared Services,3.7,1200.0,4500.0,38.0,622.0,180.0
Ocwen Financial Solutions,3.7,1200.0,4200.0,53.0,18.0,174.0
Navitasys India,4.0,1200.0,2800.0,150.0,5.0,59.0
Motilal Oswal Home Finance,4.3,1200.0,1500.0,127.0,,27.0
Dishtv,3.4,1200.0,3400.0,77.0,19.0,100.0
Bajaj Motors,3.9,1200.0,3500.0,70.0,13.0,109.0
Edelweiss Life Insurance,3.7,1200.0,3700.0,60.0,50.0,97.0
Svatantra Microfin,3.9,1200.0,2300.0,50.0,10.0,82.0
Kohler,3.6,1200.0,5300.0,79.0,16.0,75.0
Jabil Circuit India,4.0,1200.0,4400.0,74.0,64.0,90.0
V2 Retail,3.3,1200.0,2700.0,93.0,47.0,81.0
Jacobs Engineering Group,4.2,1200.0,5400.0,94.0,7.0,100.0
Asirvad Microfinance,3.8,1200.0,2300.0,50.0,4.0,65.0
Edelweiss,3.6,1200.0,5400.0,66.0,,135.0
1Point1 Solutions Ltd,3.6,1200.0,3100.0,84.0,73.0,102.0
Onward Technologies Inc,2.8,1200.0,6400.0,96.0,33.0,43.0
Unicharm,3.9,1200.0,3000.0,68.0,2.0,104.0
Advantmed,4.0,1200.0,2900.0,174.0,18.0,57.0
Air India Sats Airport Services,3.6,1100.0,2600.0,74.0,,74.0
TÜV NORD,3.7,1100.0,4200.0,83.0,151.0,73.0
Piaggio,3.6,1100.0,3800.0,74.0,44.0,127.0
TK Elevator,3.8,1100.0,4400.0,67.0,5.0,99.0
Barbeque Nation,3.9,1100.0,2800.0,52.0,5.0,120.0
MG Motor,3.9,1100.0,4900.0,85.0,34.0,78.0
Hyundai Mobis,3.7,1100.0,5300.0,81.0,,135.0
Unity Small Finance Bank,3.6,1100.0,4400.0,82.0,33.0,22.0
Zydus Wellness,4.1,1100.0,2900.0,112.0,27.0,75.0
Sundaram Finance,3.9,1100.0,3000.0,53.0,5.0,82.0
Hikal,3.8,1100.0,4800.0,77.0,6.0,89.0
MAHLE ANAND Filter Systems,3.9,1100.0,3600.0,42.0,,118.0
ICON Plc,4.0,1100.0,4700.0,150.0,2.0,64.0
BDR Pharmaceuticals International,4.2,1100.0,2100.0,172.0,19.0,76.0
Tube Investments of India,3.8,1100.0,3800.0,72.0,35.0,55.0
Tata Capital Housing Finance,3.9,1100.0,3400.0,55.0,,14.0
Hinduja Housing Finance,3.7,1100.0,2900.0,49.0,21.0,33.0
Hitachi Energy,4.0,1100.0,8000.0,130.0,692.0,67.0
Kirloskar Brothers,3.8,1100.0,4400.0,96.0,25.0,100.0
Godrej Agrovet,4.0,1100.0,3600.0,67.0,6.0,85.0
Knorr-Bremse,3.3,1100.0,5300.0,75.0,5.0,121.0
Aarvi Encon,4.0,1100.0,3100.0,89.0,253.0,72.0
Wonder Home Finance,4.6,1100.0,802.0,192.0,2.0,9.0
Syngenta,4.1,1100.0,3800.0,85.0,31.0,99.0
Wistron,4.0,1100.0,5100.0,94.0,,129.0
HPCL-Mittal Energy Limited,4.3,1100.0,4700.0,47.0,,106.0
Sri Chaitanya Educational Institutions,3.5,1100.0,3000.0,53.0,2.0,64.0
Vedanta Aluminium Metal,3.8,1100.0,4600.0,74.0,,117.0
SLMG Beverages,3.9,1100.0,3600.0,74.0,1.0,40.0
Malabar Gold and Diamonds,4.0,1100.0,2900.0,110.0,90.0,78.0
Saipem,4.2,1100.0,3400.0,55.0,25.0,151.0
Gmmco,4.0,1100.0,2900.0,53.0,4.0,113.0
Shyam Steel Group,3.5,1100.0,3900.0,87.0,8.0,52.0
CALIBEHR,3.9,1100.0,2700.0,70.0,19.0,54.0
TKIL,4.0,1100.0,4600.0,79.0,26.0,97.0
Dana Anand,4.0,1100.0,2900.0,57.0,,130.0
Thermo Fisher Scientific,3.8,1100.0,7000.0,109.0,265.0,93.0
Pernod Ricard,3.5,1100.0,4700.0,63.0,3.0,107.0
Crompton Greaves Consumer Electricals,3.7,1100.0,4400.0,63.0,51.0,8.0
Netcracker Technology,2.9,1100.0,9400.0,145.0,,89.0
QX Global Group,3.0,1100.0,4800.0,181.0,108.0,45.0
Writer Information Management Services,3.2,1100.0,3700.0,56.0,,50.0
Power Grid Corporation of India,4.3,1100.0,2100.0,80.0,,77.0
VMware Software,4.4,1100.0,8900.0,146.0,41.0,129.0
GAIL,4.4,1100.0,3300.0,83.0,2.0,86.0
Adani Ports and SEZ,3.6,1100.0,4000.0,77.0,,120.0
Metropolis Healthcare,3.8,1100.0,3700.0,70.0,15.0,75.0
Aspire Systems,3.8,1100.0,10100.0,131.0,103.0,86.0
Vayona Energy,4.0,1100.0,4800.0,60.0,1.0,104.0
Vertiv,3.8,1100.0,4800.0,63.0,222.0,8.0
Gharda Chemicals Limited,3.9,1100.0,4800.0,85.0,73.0,107.0
Fractal Analytics,4.0,1100.0,11900.0,233.0,382.0,115.0
Hindustan Zinc,3.7,1100.0,4500.0,60.0,11.0,106.0
Wheels,3.9,1100.0,5300.0,74.0,5.0,77.0
Northcorp Software,4.8,1100.0,229.0,867.0,,54.0
Bajaj Capital Insurance Broking Limited,4.3,1100.0,1300.0,230.0,2.0,39.0
GVPR Engineers,3.9,1100.0,3100.0,78.0,3.0,141.0
Greenko Group,3.9,1100.0,4000.0,75.0,,102.0
Thomas Cook,4.1,1100.0,3700.0,130.0,,146.0
Renault Nissan Automotive India Private Limited,4.2,1100.0,121.0,26.0,,6.0
Motherson Sumi Wiring,3.6,1100.0,4400.0,112.0,9.0,15.0
United Breweries,3.4,1100.0,3500.0,60.0,34.0,94.0
Uber,4.0,1100.0,8900.0,177.0,41.0,108.0
IB Group,3.7,1100.0,3400.0,86.0,1.0,51.0
Zf Rane Automotive,3.9,1100.0,3800.0,66.0,6.0,132.0
Atlas Copco,4.1,1100.0,5700.0,103.0,4.0,95.0
ValueMomentum,3.2,1100.0,9000.0,101.0,24.0,62.0
Skipper,3.9,1100.0,3200.0,89.0,7.0,68.0
ALLEN Career Institute,3.7,1100.0,4500.0,73.0,35.0,41.0
BirlaNu,3.8,1100.0,3000.0,74.0,30.0,74.0
Xyz Company,3.8,1100.0,49300.0,551.0,,63.0
Otis Elevator,4.0,1100.0,4300.0,65.0,4.0,87.0
NBC Bearings,3.9,1100.0,3900.0,114.0,6.0,48.0
Bharat Sanchar Nigam,3.8,1100.0,2500.0,50.0,,93.0
Syrma SGS Technologies,4.1,1100.0,3600.0,77.0,8.0,12.0
Jet Airways,4.6,1100.0,1800.0,27.0,,175.0
Siemens Energy,4.0,1100.0,6600.0,103.0,1.0,74.0
Nexa,3.9,1100.0,2500.0,44.0,,106.0
Hitachi Payment Services,3.6,1100.0,3500.0,56.0,38.0,68.0
Tata Cummins,4.4,1100.0,1600.0,91.0,,5.0
Klm Axiva Finvest,4.4,1100.0,805.0,438.0,8.0,6.0
Lakshmi Machine Works,3.8,1100.0,4300.0,62.0,134.0,69.0
Spencer's Retail,3.8,1100.0,2800.0,68.0,4.0,91.0
GlobalData,3.3,1100.0,5500.0,96.0,22.0,100.0
Vistaar Finance,3.9,1100.0,2200.0,39.0,32.0,140.0
Suzuki Motorcycle,4.0,1100.0,4000.0,53.0,2.0,89.0
Nippon Life India Asset Management,4.6,1100.0,1600.0,158.0,74.0,27.0
Skoda Auto Volkswagen India,3.9,1100.0,4900.0,51.0,7.0,86.0
Vaco Binary Semantics,3.1,1100.0,5400.0,99.0,43.0,83.0
Allianz Technology,4.0,1100.0,6800.0,73.0,,112.0
Amara Raja Group,4.1,1100.0,3500.0,75.0,,101.0
Fortrea Development India Private Limited,3.9,1100.0,5100.0,87.0,77.0,60.0
Aparajitha Corporate Services,3.8,1100.0,3200.0,61.0,4.0,64.0
Arohan Financial Services,3.8,1100.0,2100.0,42.0,13.0,63.0
Merino Industries,3.7,1100.0,3600.0,81.0,21.0,79.0
Zudio,3.9,1100.0,2300.0,66.0,,26.0
iQor Global Services,3.3,1100.0,2600.0,47.0,23.0,117.0
Comviva Technology,2.7,1100.0,6300.0,89.0,83.0,77.0
Perfetti Van Melle,4.2,1100.0,2900.0,40.0,17.0,95.0
MakeMyTrip,3.5,1000.0,7800.0,150.0,115.0,102.0
SitusAMC,3.2,1000.0,5500.0,73.0,,45.0
Ceasefire Industries,3.1,1000.0,2400.0,122.0,9.0,74.0
Westside,3.7,1000.0,2100.0,59.0,,70.0
Tiger Analytics,3.8,1000.0,11100.0,265.0,78.0,41.0
Visionet Systems,3.3,1000.0,5900.0,81.0,22.0,85.0
Secure Meters,3.9,1000.0,4700.0,90.0,51.0,103.0
Colgate Palmolive,4.0,1000.0,4400.0,89.0,30.0,121.0
Star Cement,4.0,1000.0,3300.0,91.0,,91.0
Bounteous,3.1,1000.0,8700.0,251.0,178.0,111.0
VeeTechnologies,4.0,1000.0,4400.0,140.0,9.0,97.0
Lemon Tree Hotels,4.0,1000.0,2800.0,65.0,2.0,141.0
Technip Energies,3.9,1000.0,5700.0,95.0,17.0,47.0
MasterCard,3.8,1000.0,13500.0,175.0,287.0,110.0
Mastek,3.6,1000.0,6600.0,134.0,37.0,47.0
Cult.fit,3.4,1000.0,4400.0,85.0,209.0,85.0
Pristyn Care,3.1,1000.0,4200.0,86.0,3.0,148.0
TradeIndia (Infocom Network Private Limited),3.3,1000.0,4500.0,91.0,33.0,62.0
Wonder Cement,4.2,1000.0,3800.0,65.0,35.0,67.0
Xebia,2.9,1000.0,6600.0,97.0,20.0,229.0
AstraZeneca,3.8,1000.0,7500.0,71.0,1.0,151.0
Sahara India Pariwar,3.9,1000.0,2500.0,31.0,,89.0
National Payments Corporation of India,3.9,1000.0,4500.0,107.0,148.0,41.0
Amazon Web Services,3.8,1000.0,7100.0,196.0,,84.0
Marsh McLennan,3.8,1000.0,8900.0,56.0,15.0,85.0
